name,date,measure,trump_position,vote,agreement_likelihood,plus_minus
Denny Heck,March 1,Requires review of proposed regulations by the Office of Information and Regulatory Affairs (241-184),support,No,0.29,-0.29
Denny Heck,March 1,Establishment of a commission to review federal regulations (240-185),support,No,0.37200000000000005,-0.37200000000000005
Denny Heck,Feb. 16,Repeal of a rule requiring state and local governments to distribute federal funds to qualified health centers even if they perform abortions (230-188),support,No,0.209,-0.209
Denny Heck,Feb. 15,Repeal of a Department of Labor rule on drug testing of applicants for unemployment compensation (236-189),support,No,0.233,-0.233
Denny Heck,Feb. 15,Repeal of a rule that allowed a new type of state-based retirement plan (231-193),support,No,0.237,-0.237
Denny Heck,Feb. 15,Repeal of a rule that allowed a new type of retirement plan established by local governments (234-191),support,No,0.23199999999999998,-0.23199999999999998
Denny Heck,Feb. 7,Repeal of a Department of Education rule on teacher preparation programs (240-181),support,Yes,0.282,0.718
Denny Heck,Feb. 7,Repeal of a Department of Education rule on school accountability (234-190),support,No,0.22399999999999998,-0.22399999999999998
Denny Heck,Feb. 7,Repeal of changes to Bureau of Land Management planning rules (234-186),support,No,0.24100000000000002,-0.24100000000000002
Denny Heck,Feb. 3,Repeal of a rule requiring energy companies to reduce waste and emissions (221-191),support,No,0.18600000000000003,-0.18600000000000003
Denny Heck,Feb. 2,Repeal of a rule requiring the Social Security Administration to submit information to the national background-check system (235-180),support,No,0.268,-0.268
Denny Heck,Feb. 2,Repeal of a rule requiring some federal contractors to report labor violations (236-187),support,No,0.28,-0.28
Denny Heck,Feb. 1,Repeal of the stream protection rule (228-194),support,No,0.214,-0.214
Denny Heck,Feb. 1,Repeal of a rule requiring energy companies to disclose payments to foreign governments (235-187),support,No,0.306,-0.306
Denny Heck,Jan. 24,Permanent ban on the use of federal funds for abortion or health coverage that includes abortions (238-183),support,No,0.25,-0.25
Denny Heck,Jan. 13,Waiver allowing James Mattis to become secretary of defense (268-151),support,No,0.6,-0.6
Denny Heck,Jan. 13,Budget resolution to repeal the Affordable Care Act (227-198),support,No,0.244,-0.244
Denny Heck,Jan. 5,Regulations from the Executive in Need of Scrutiny Act of 2017 (237-187),support,No,0.23600000000000002,-0.23600000000000002
Peter J. Visclosky,June 13,Making it easier for the Department of Veterans Affairs to discipline employees (368-55),support,Yes,0.93,0.07
Peter J. Visclosky,June 13,Withholding Affordable Care Act subsidies from people until their citizenship is verified (238-184),support,No,0.259,-0.259
Peter J. Visclosky,June 8,Dismantling financial regulations put in place by the Dodd-Frank Act (233-186),support,No,0.20800000000000002,-0.20800000000000002
Peter J. Visclosky,May 18,Making it easier to seek the death penalty for killing or attempting to kill first responders (271-143),support,No,0.598,-0.598
Peter J. Visclosky,May 4,The American Health Care Act of 2017 (217-213),support,No,0.136,-0.136
Peter J. Visclosky,May 3,The 2017 fiscal year appropriations bill (309-118),support,Yes,0.797,0.203
Peter J. Visclosky,May 2,Allowing employers to offer employees time off instead of pay for overtime work (229-197),support,No,0.182,-0.182
Peter J. Visclosky,April 28,Extension of government funding for one week (382-30),support,Yes,0.925,0.075
Peter J. Visclosky,March 28,Repeal of an FCC rule barring internet providers from sharing data on customers' activities (215-205),support,No,0.20199999999999999,-0.20199999999999999
Peter J. Visclosky,March 22,Allowing small businesses to provide insurance through trade and professional associations (236-175),support,No,0.214,-0.214
Peter J. Visclosky,March 22,Removing antitrust exemption for insurance providers (416-7),support,Yes,0.991,0.009000000000000001
Peter J. Visclosky,March 16,Giving the secretary of veterans affairs more flexibility to discipline employees (237-178),support,No,0.33799999999999997,-0.33799999999999997
Peter J. Visclosky,March 8,Department of Defense Appropriations Act (371-48),support,Yes,0.904,0.096
Peter J. Visclosky,March 2,Changes to rulemaking requirements for federal agencies (246-176),support,No,0.402,-0.402
Peter J. Visclosky,March 1,Repeal of a Department of Labor rule regarding records of work-related injuries and illnesses (231-191),support,No,0.23800000000000002,-0.23800000000000002
Peter J. Visclosky,March 1,Requires review of proposed regulations by the Office of Information and Regulatory Affairs (241-184),support,No,0.252,-0.252
Peter J. Visclosky,March 1,Establishment of a commission to review federal regulations (240-185),support,No,0.345,-0.345
Peter J. Visclosky,Feb. 16,Repeal of a rule requiring state and local governments to distribute federal funds to qualified health centers even if they perform abortions (230-188),support,No,0.17600000000000002,-0.17600000000000002
Peter J. Visclosky,Feb. 15,Repeal of a Department of Labor rule on drug testing of applicants for unemployment compensation (236-189),support,No,0.19699999999999998,-0.19699999999999998
Peter J. Visclosky,Feb. 15,Repeal of a rule that allowed a new type of state-based retirement plan (231-193),support,No,0.20600000000000002,-0.20600000000000002
Peter J. Visclosky,Feb. 15,Repeal of a rule that allowed a new type of retirement plan established by local governments (234-191),support,No,0.19899999999999998,-0.19899999999999998
Peter J. Visclosky,Feb. 7,Repeal of a Department of Education rule on teacher preparation programs (240-181),support,No,0.247,-0.247
Peter J. Visclosky,Feb. 7,Repeal of a Department of Education rule on school accountability (234-190),support,No,0.191,-0.191
Peter J. Visclosky,Feb. 7,Repeal of changes to Bureau of Land Management planning rules (234-186),support,No,0.20800000000000002,-0.20800000000000002
Peter J. Visclosky,Feb. 3,Repeal of a rule requiring energy companies to reduce waste and emissions (221-191),support,No,0.157,-0.157
Peter J. Visclosky,Feb. 2,Repeal of a rule requiring the Social Security Administration to submit information to the national background-check system (235-180),support,No,0.231,-0.231
Peter J. Visclosky,Feb. 2,Repeal of a rule requiring some federal contractors to report labor violations (236-187),support,No,0.244,-0.244
Peter J. Visclosky,Feb. 1,Repeal of the stream protection rule (228-194),support,No,0.183,-0.183
Peter J. Visclosky,Feb. 1,Repeal of a rule requiring energy companies to disclose payments to foreign governments (235-187),support,No,0.27399999999999997,-0.27399999999999997
Peter J. Visclosky,Jan. 24,Permanent ban on the use of federal funds for abortion or health coverage that includes abortions (238-183),support,No,0.214,-0.214
Peter J. Visclosky,Jan. 13,Waiver allowing James Mattis to become secretary of defense (268-151),support,No,0.575,-0.575
Peter J. Visclosky,Jan. 13,Budget resolution to repeal the Affordable Care Act (227-198),support,No,0.217,-0.217
Peter J. Visclosky,Jan. 5,Regulations from the Executive in Need of Scrutiny Act of 2017 (237-187),support,No,0.2,-0.2
Frank Pallone Jr.,June 13,Making it easier for the Department of Veterans Affairs to discipline employees (368-55),support,No,0.915,-0.915
Frank Pallone Jr.,June 13,Withholding Affordable Care Act subsidies from people until their citizenship is verified (238-184),support,No,0.179,-0.179
Frank Pallone Jr.,June 8,Dismantling financial regulations put in place by the Dodd-Frank Act (233-186),support,No,0.14,-0.14
Frank Pallone Jr.,May 18,Making it easier to seek the death penalty for killing or attempting to kill first responders (271-143),support,No,0.544,-0.544
Frank Pallone Jr.,May 4,The American Health Care Act of 2017 (217-213),support,No,0.09,-0.09
Frank Pallone Jr.,May 3,The 2017 fiscal year appropriations bill (309-118),support,Yes,0.8109999999999999,0.18899999999999997
Frank Pallone Jr.,May 2,Allowing employers to offer employees time off instead of pay for overtime work (229-197),support,No,0.121,-0.121
Frank Pallone Jr.,April 28,Extension of government funding for one week (382-30),support,Yes,0.925,0.075
Frank Pallone Jr.,March 28,Repeal of an FCC rule barring internet providers from sharing data on customers' activities (215-205),support,No,0.151,-0.151
Frank Pallone Jr.,March 22,Allowing small businesses to provide insurance through trade and professional associations (236-175),support,No,0.136,-0.136
Frank Pallone Jr.,March 22,Removing antitrust exemption for insurance providers (416-7),support,Yes,0.9890000000000001,0.011000000000000001
Frank Pallone Jr.,March 16,Giving the secretary of veterans affairs more flexibility to discipline employees (237-178),support,No,0.267,-0.267
Frank Pallone Jr.,March 8,Department of Defense Appropriations Act (371-48),support,No,0.892,-0.892
Frank Pallone Jr.,March 2,Changes to rulemaking requirements for federal agencies (246-176),support,No,0.327,-0.327
Frank Pallone Jr.,March 1,Repeal of a Department of Labor rule regarding records of work-related injuries and illnesses (231-191),support,No,0.171,-0.171
Frank Pallone Jr.,March 1,Requires review of proposed regulations by the Office of Information and Regulatory Affairs (241-184),support,No,0.17,-0.17
Frank Pallone Jr.,March 1,Establishment of a commission to review federal regulations (240-185),support,No,0.281,-0.281
Frank Pallone Jr.,Feb. 16,Repeal of a rule requiring state and local governments to distribute federal funds to qualified health centers even if they perform abortions (230-188),support,No,0.10800000000000001,-0.10800000000000001
Frank Pallone Jr.,Feb. 15,Repeal of a Department of Labor rule on drug testing of applicants for unemployment compensation (236-189),support,No,0.122,-0.122
Frank Pallone Jr.,Feb. 15,Repeal of a rule that allowed a new type of state-based retirement plan (231-193),support,No,0.14,-0.14
Frank Pallone Jr.,Feb. 15,Repeal of a rule that allowed a new type of retirement plan established by local governments (234-191),support,No,0.129,-0.129
Frank Pallone Jr.,Feb. 7,Repeal of a Department of Education rule on teacher preparation programs (240-181),support,No,0.171,-0.171
Frank Pallone Jr.,Feb. 7,Repeal of a Department of Education rule on school accountability (234-190),support,No,0.124,-0.124
Frank Pallone Jr.,Feb. 7,Repeal of changes to Bureau of Land Management planning rules (234-186),support,No,0.13699999999999998,-0.13699999999999998
Frank Pallone Jr.,Feb. 3,Repeal of a rule requiring energy companies to reduce waste and emissions (221-191),support,No,0.099,-0.099
Frank Pallone Jr.,Feb. 2,Repeal of a rule requiring the Social Security Administration to submit information to the national background-check system (235-180),support,No,0.151,-0.151
Frank Pallone Jr.,Feb. 2,Repeal of a rule requiring some federal contractors to report labor violations (236-187),support,No,0.168,-0.168
Frank Pallone Jr.,Feb. 1,Repeal of the stream protection rule (228-194),support,No,0.12,-0.12
Frank Pallone Jr.,Feb. 1,Repeal of a rule requiring energy companies to disclose payments to foreign governments (235-187),support,No,0.201,-0.201
Frank Pallone Jr.,Jan. 24,Permanent ban on the use of federal funds for abortion or health coverage that includes abortions (238-183),support,No,0.13699999999999998,-0.13699999999999998
Frank Pallone Jr.,Jan. 13,Waiver allowing James Mattis to become secretary of defense (268-151),support,No,0.513,-0.513
Frank Pallone Jr.,Jan. 13,Budget resolution to repeal the Affordable Care Act (227-198),support,No,0.159,-0.159
Frank Pallone Jr.,Jan. 5,Regulations from the Executive in Need of Scrutiny Act of 2017 (237-187),support,No,0.125,-0.125
William R. Keating,June 13,Making it easier for the Department of Veterans Affairs to discipline employees (368-55),support,Yes,0.9390000000000001,0.061
William R. Keating,June 13,Withholding Affordable Care Act subsidies from people until their citizenship is verified (238-184),support,No,0.318,-0.318
William R. Keating,June 8,Dismantling financial regulations put in place by the Dodd-Frank Act (233-186),support,No,0.259,-0.259
William R. Keating,May 18,Making it easier to seek the death penalty for killing or attempting to kill first responders (271-143),support,No,0.631,-0.631
William R. Keating,May 4,The American Health Care Act of 2017 (217-213),support,No,0.17300000000000001,-0.17300000000000001
William R. Keating,May 3,The 2017 fiscal year appropriations bill (309-118),support,Yes,0.789,0.21100000000000002
William R. Keating,May 2,Allowing employers to offer employees time off instead of pay for overtime work (229-197),support,No,0.23,-0.23
William R. Keating,April 28,Extension of government funding for one week (382-30),support,Yes,0.9259999999999999,0.07400000000000001
William R. Keating,March 28,Repeal of an FCC rule barring internet providers from sharing data on customers' activities (215-205),support,No,0.24,-0.24
William R. Keating,March 22,Allowing small businesses to provide insurance through trade and professional associations (236-175),support,No,0.275,-0.275
William R. Keating,March 22,Removing antitrust exemption for insurance providers (416-7),support,Yes,0.991,0.009000000000000001
William R. Keating,March 16,Giving the secretary of veterans affairs more flexibility to discipline employees (237-178),support,No,0.387,-0.387
William R. Keating,March 8,Department of Defense Appropriations Act (371-48),support,Yes,0.9109999999999999,0.08900000000000001
William R. Keating,March 2,Changes to rulemaking requirements for federal agencies (246-176),support,No,0.451,-0.451
William R. Keating,March 1,Repeal of a Department of Labor rule regarding records of work-related injuries and illnesses (231-191),support,No,0.28600000000000003,-0.28600000000000003
William R. Keating,March 1,Requires review of proposed regulations by the Office of Information and Regulatory Affairs (241-184),support,No,0.313,-0.313
William R. Keating,March 1,Establishment of a commission to review federal regulations (240-185),support,No,0.38799999999999996,-0.38799999999999996
William R. Keating,Feb. 16,Repeal of a rule requiring state and local governments to distribute federal funds to qualified health centers even if they perform abortions (230-188),support,No,0.23,-0.23
William R. Keating,Feb. 15,Repeal of a Department of Labor rule on drug testing of applicants for unemployment compensation (236-189),support,No,0.256,-0.256
William R. Keating,Feb. 15,Repeal of a rule that allowed a new type of state-based retirement plan (231-193),support,No,0.257,-0.257
William R. Keating,Feb. 15,Repeal of a rule that allowed a new type of retirement plan established by local governments (234-191),support,No,0.252,-0.252
William R. Keating,Feb. 7,Repeal of a Department of Education rule on teacher preparation programs (240-181),support,No,0.304,-0.304
William R. Keating,Feb. 7,Repeal of a Department of Education rule on school accountability (234-190),support,No,0.244,-0.244
William R. Keating,Feb. 7,Repeal of changes to Bureau of Land Management planning rules (234-186),support,No,0.262,-0.262
William R. Keating,Feb. 3,Repeal of a rule requiring energy companies to reduce waste and emissions (221-191),support,No,0.204,-0.204
William R. Keating,Feb. 2,Repeal of a rule requiring the Social Security Administration to submit information to the national background-check system (235-180),support,No,0.29100000000000004,-0.29100000000000004
William R. Keating,Feb. 2,Repeal of a rule requiring some federal contractors to report labor violations (236-187),support,No,0.301,-0.301
William R. Keating,Feb. 1,Repeal of the stream protection rule (228-194),support,No,0.233,-0.233
William R. Keating,Feb. 1,Repeal of a rule requiring energy companies to disclose payments to foreign governments (235-187),support,No,0.326,-0.326
William R. Keating,Jan. 24,Permanent ban on the use of federal funds for abortion or health coverage that includes abortions (238-183),support,No,0.273,-0.273
William R. Keating,Jan. 13,Waiver allowing James Mattis to become secretary of defense (268-151),support,Yes,0.614,0.386
William R. Keating,Jan. 13,Budget resolution to repeal the Affordable Care Act (227-198),support,No,0.26,-0.26
William R. Keating,Jan. 5,Regulations from the Executive in Need of Scrutiny Act of 2017 (237-187),support,No,0.259,-0.259
Lisa Blunt Rochester,June 13,Making it easier for the Department of Veterans Affairs to discipline employees (368-55),support,Yes,0.935,0.065
Lisa Blunt Rochester,June 13,Withholding Affordable Care Act subsidies from people until their citizenship is verified (238-184),support,No,0.295,-0.295
Lisa Blunt Rochester,June 8,Dismantling financial regulations put in place by the Dodd-Frank Act (233-186),support,No,0.239,-0.239
Lisa Blunt Rochester,May 18,Making it easier to seek the death penalty for killing or attempting to kill first responders (271-143),support,No,0.618,-0.618
Lisa Blunt Rochester,May 4,The American Health Care Act of 2017 (217-213),support,No,0.158,-0.158
Lisa Blunt Rochester,May 3,The 2017 fiscal year appropriations bill (309-118),support,Yes,0.792,0.20800000000000002
Lisa Blunt Rochester,May 2,Allowing employers to offer employees time off instead of pay for overtime work (229-197),support,No,0.21100000000000002,-0.21100000000000002
Lisa Blunt Rochester,April 28,Extension of government funding for one week (382-30),support,Yes,0.9259999999999999,0.07400000000000001
Lisa Blunt Rochester,March 28,Repeal of an FCC rule barring internet providers from sharing data on customers' activities (215-205),support,No,0.225,-0.225
Lisa Blunt Rochester,March 22,Allowing small businesses to provide insurance through trade and professional associations (236-175),support,No,0.25,-0.25
Lisa Blunt Rochester,March 22,Removing antitrust exemption for insurance providers (416-7),support,Yes,0.991,0.009000000000000001
Lisa Blunt Rochester,March 16,Giving the secretary of veterans affairs more flexibility to discipline employees (237-178),support,No,0.368,-0.368
Lisa Blunt Rochester,March 8,Department of Defense Appropriations Act (371-48),support,Yes,0.9079999999999999,0.092
Lisa Blunt Rochester,March 2,Changes to rulemaking requirements for federal agencies (246-176),support,No,0.43200000000000005,-0.43200000000000005
Lisa Blunt Rochester,March 1,Repeal of a Department of Labor rule regarding records of work-related injuries and illnesses (231-191),support,No,0.267,-0.267
Lisa Blunt Rochester,March 1,Requires review of proposed regulations by the Office of Information and Regulatory Affairs (241-184),support,No,0.289,-0.289
Lisa Blunt Rochester,March 1,Establishment of a commission to review federal regulations (240-185),support,No,0.371,-0.371
Lisa Blunt Rochester,Feb. 16,Repeal of a rule requiring state and local governments to distribute federal funds to qualified health centers even if they perform abortions (230-188),support,No,0.20800000000000002,-0.20800000000000002
Lisa Blunt Rochester,Feb. 15,Repeal of a Department of Labor rule on drug testing of applicants for unemployment compensation (236-189),support,No,0.23199999999999998,-0.23199999999999998
Lisa Blunt Rochester,Feb. 15,Repeal of a rule that allowed a new type of state-based retirement plan (231-193),support,No,0.237,-0.237
Lisa Blunt Rochester,Feb. 15,Repeal of a rule that allowed a new type of retirement plan established by local governments (234-191),support,No,0.231,-0.231
Lisa Blunt Rochester,Feb. 7,Repeal of a Department of Education rule on teacher preparation programs (240-181),support,No,0.282,-0.282
Lisa Blunt Rochester,Feb. 7,Repeal of a Department of Education rule on school accountability (234-190),support,No,0.223,-0.223
Lisa Blunt Rochester,Feb. 7,Repeal of changes to Bureau of Land Management planning rules (234-186),support,No,0.24100000000000002,-0.24100000000000002
Lisa Blunt Rochester,Feb. 3,Repeal of a rule requiring energy companies to reduce waste and emissions (221-191),support,No,0.185,-0.185
Lisa Blunt Rochester,Feb. 2,Repeal of a rule requiring the Social Security Administration to submit information to the national background-check system (235-180),support,No,0.267,-0.267
Lisa Blunt Rochester,Feb. 2,Repeal of a rule requiring some federal contractors to report labor violations (236-187),support,No,0.27899999999999997,-0.27899999999999997
Lisa Blunt Rochester,Feb. 1,Repeal of the stream protection rule (228-194),support,No,0.213,-0.213
Lisa Blunt Rochester,Feb. 1,Repeal of a rule requiring energy companies to disclose payments to foreign governments (235-187),support,No,0.306,-0.306
Lisa Blunt Rochester,Jan. 24,Permanent ban on the use of federal funds for abortion or health coverage that includes abortions (238-183),support,No,0.249,-0.249
Lisa Blunt Rochester,Jan. 13,Waiver allowing James Mattis to become secretary of defense (268-151),support,No,0.599,-0.599
Lisa Blunt Rochester,Jan. 13,Budget resolution to repeal the Affordable Care Act (227-198),support,No,0.243,-0.243
Lisa Blunt Rochester,Jan. 5,Regulations from the Executive in Need of Scrutiny Act of 2017 (237-187),support,No,0.235,-0.235
Kurt Schrader,June 13,Making it easier for the Department of Veterans Affairs to discipline employees (368-55),support,Yes,0.961,0.039
Kurt Schrader,June 13,Withholding Affordable Care Act subsidies from people until their citizenship is verified (238-184),support,No,0.547,-0.547
Kurt Schrader,June 8,Dismantling financial regulations put in place by the Dodd-Frank Act (233-186),support,No,0.473,-0.473
Kurt Schrader,May 18,Making it easier to seek the death penalty for killing or attempting to kill first responders (271-143),support,Yes,0.736,0.264
Kurt Schrader,May 4,The American Health Care Act of 2017 (217-213),support,No,0.33799999999999997,-0.33799999999999997
Kurt Schrader,May 3,The 2017 fiscal year appropriations bill (309-118),support,Yes,0.757,0.243
Kurt Schrader,May 2,Allowing employers to offer employees time off instead of pay for overtime work (229-197),support,No,0.434,-0.434
Kurt Schrader,April 28,Extension of government funding for one week (382-30),support,Yes,0.927,0.073
Kurt Schrader,March 28,Repeal of an FCC rule barring internet providers from sharing data on customers' activities (215-205),support,No,0.391,-0.391
Kurt Schrader,March 22,Allowing small businesses to provide insurance through trade and professional associations (236-175),support,Yes,0.524,0.47600000000000003
Kurt Schrader,March 22,Removing antitrust exemption for insurance providers (416-7),support,Yes,0.9940000000000001,0.006
Kurt Schrader,March 16,Giving the secretary of veterans affairs more flexibility to discipline employees (237-178),support,No,0.563,-0.563
Kurt Schrader,March 8,Department of Defense Appropriations Act (371-48),support,No,0.932,-0.932
Kurt Schrader,March 2,Changes to rulemaking requirements for federal agencies (246-176),support,Yes,0.62,0.38
Kurt Schrader,March 1,Repeal of a Department of Labor rule regarding records of work-related injuries and illnesses (231-191),support,No,0.478,-0.478
Kurt Schrader,March 1,Requires review of proposed regulations by the Office of Information and Regulatory Affairs (241-184),support,No,0.5539999999999999,-0.5539999999999999
Kurt Schrader,March 1,Establishment of a commission to review federal regulations (240-185),support,Yes,0.542,0.45799999999999996
Kurt Schrader,Feb. 16,Repeal of a rule requiring state and local governments to distribute federal funds to qualified health centers even if they perform abortions (230-188),support,No,0.469,-0.469
Kurt Schrader,Feb. 15,Repeal of a Department of Labor rule on drug testing of applicants for unemployment compensation (236-189),support,Yes,0.508,0.49200000000000005
Kurt Schrader,Feb. 15,Repeal of a rule that allowed a new type of state-based retirement plan (231-193),support,No,0.467,-0.467
Kurt Schrader,Feb. 15,Repeal of a rule that allowed a new type of retirement plan established by local governments (234-191),support,No,0.478,-0.478
Kurt Schrader,Feb. 7,Repeal of a Department of Education rule on teacher preparation programs (240-181),support,No,0.526,-0.526
Kurt Schrader,Feb. 7,Repeal of a Department of Education rule on school accountability (234-190),support,No,0.469,-0.469
Kurt Schrader,Feb. 7,Repeal of changes to Bureau of Land Management planning rules (234-186),support,Yes,0.489,0.511
Kurt Schrader,Feb. 3,Repeal of a rule requiring energy companies to reduce waste and emissions (221-191),support,No,0.415,-0.415
Kurt Schrader,Feb. 2,Repeal of a rule requiring the Social Security Administration to submit information to the national background-check system (235-180),support,No,0.537,-0.537
Kurt Schrader,Feb. 2,Repeal of a rule requiring some federal contractors to report labor violations (236-187),support,No,0.527,-0.527
Kurt Schrader,Feb. 1,Repeal of the stream protection rule (228-194),support,No,0.446,-0.446
Kurt Schrader,Feb. 1,Repeal of a rule requiring energy companies to disclose payments to foreign governments (235-187),support,No,0.524,-0.524
Kurt Schrader,Jan. 24,Permanent ban on the use of federal funds for abortion or health coverage that includes abortions (238-183),support,No,0.516,-0.516
Kurt Schrader,Jan. 13,Waiver allowing James Mattis to become secretary of defense (268-151),support,No,0.735,-0.735
Kurt Schrader,Jan. 13,Budget resolution to repeal the Affordable Care Act (227-198),support,No,0.431,-0.431
Raul Ruiz,June 13,Making it easier for the Department of Veterans Affairs to discipline employees (368-55),support,Yes,0.946,0.054000000000000006
Raul Ruiz,June 13,Withholding Affordable Care Act subsidies from people until their citizenship is verified (238-184),support,No,0.382,-0.382
Raul Ruiz,June 8,Dismantling financial regulations put in place by the Dodd-Frank Act (233-186),support,No,0.317,-0.317
Raul Ruiz,May 18,Making it easier to seek the death penalty for killing or attempting to kill first responders (271-143),support,Yes,0.6629999999999999,0.337
Raul Ruiz,May 4,The American Health Care Act of 2017 (217-213),support,No,0.215,-0.215
Raul Ruiz,May 3,The 2017 fiscal year appropriations bill (309-118),support,Yes,0.78,0.22
Raul Ruiz,May 2,Allowing employers to offer employees time off instead of pay for overtime work (229-197),support,No,0.284,-0.284
Raul Ruiz,April 28,Extension of government funding for one week (382-30),support,Yes,0.9259999999999999,0.07400000000000001
Raul Ruiz,March 28,Repeal of an FCC rule barring internet providers from sharing data on customers' activities (215-205),support,No,0.281,-0.281
Raul Ruiz,March 22,Allowing small businesses to provide insurance through trade and professional associations (236-175),support,No,0.342,-0.342
Raul Ruiz,March 22,Removing antitrust exemption for insurance providers (416-7),support,Yes,0.992,0.008
Raul Ruiz,March 16,Giving the secretary of veterans affairs more flexibility to discipline employees (237-178),support,No,0.43700000000000006,-0.43700000000000006
Raul Ruiz,March 8,Department of Defense Appropriations Act (371-48),support,Yes,0.9179999999999999,0.08199999999999999
Raul Ruiz,March 2,Changes to rulemaking requirements for federal agencies (246-176),support,No,0.501,-0.501
Raul Ruiz,March 1,Repeal of a Department of Labor rule regarding records of work-related injuries and illnesses (231-191),support,No,0.33899999999999997,-0.33899999999999997
Raul Ruiz,March 1,Requires review of proposed regulations by the Office of Information and Regulatory Affairs (241-184),support,No,0.38,-0.38
Raul Ruiz,March 1,Establishment of a commission to review federal regulations (240-185),support,No,0.43200000000000005,-0.43200000000000005
Raul Ruiz,Feb. 16,Repeal of a rule requiring state and local governments to distribute federal funds to qualified health centers even if they perform abortions (230-188),support,No,0.293,-0.293
Raul Ruiz,Feb. 15,Repeal of a Department of Labor rule on drug testing of applicants for unemployment compensation (236-189),support,No,0.324,-0.324
Raul Ruiz,Feb. 15,Repeal of a rule that allowed a new type of state-based retirement plan (231-193),support,No,0.313,-0.313
Raul Ruiz,Feb. 15,Repeal of a rule that allowed a new type of retirement plan established by local governments (234-191),support,No,0.313,-0.313
Raul Ruiz,Feb. 7,Repeal of a Department of Education rule on teacher preparation programs (240-181),support,No,0.365,-0.365
Raul Ruiz,Feb. 7,Repeal of a Department of Education rule on school accountability (234-190),support,No,0.304,-0.304
Raul Ruiz,Feb. 7,Repeal of changes to Bureau of Land Management planning rules (234-186),support,No,0.32299999999999995,-0.32299999999999995
Raul Ruiz,Feb. 3,Repeal of a rule requiring energy companies to reduce waste and emissions (221-191),support,No,0.259,-0.259
Raul Ruiz,Feb. 2,Repeal of a rule requiring the Social Security Administration to submit information to the national background-check system (235-180),support,No,0.359,-0.359
Raul Ruiz,Feb. 2,Repeal of a rule requiring some federal contractors to report labor violations (236-187),support,No,0.364,-0.364
Raul Ruiz,Feb. 1,Repeal of the stream protection rule (228-194),support,No,0.289,-0.289
Raul Ruiz,Feb. 1,Repeal of a rule requiring energy companies to disclose payments to foreign governments (235-187),support,No,0.382,-0.382
Raul Ruiz,Jan. 24,Permanent ban on the use of federal funds for abortion or health coverage that includes abortions (238-183),support,No,0.33899999999999997,-0.33899999999999997
Raul Ruiz,Jan. 13,Waiver allowing James Mattis to become secretary of defense (268-151),support,No,0.6509999999999999,-0.6509999999999999
Raul Ruiz,Jan. 13,Budget resolution to repeal the Affordable Care Act (227-198),support,No,0.306,-0.306
Raul Ruiz,Jan. 5,Regulations from the Executive in Need of Scrutiny Act of 2017 (237-187),support,No,0.325,-0.325
Thomas R. Suozzi,June 13,Making it easier for the Department of Veterans Affairs to discipline employees (368-55),support,No,0.956,-0.956
Thomas R. Suozzi,June 13,Withholding Affordable Care Act subsidies from people until their citizenship is verified (238-184),support,No,0.478,-0.478
Thomas R. Suozzi,June 8,Dismantling financial regulations put in place by the Dodd-Frank Act (233-186),support,No,0.406,-0.406
Thomas R. Suozzi,May 18,Making it easier to seek the death penalty for killing or attempting to kill first responders (271-143),support,Not voting,0.7070000000000001,NA
Thomas R. Suozzi,May 4,The American Health Care Act of 2017 (217-213),support,No,0.284,-0.284
Thomas R. Suozzi,May 3,The 2017 fiscal year appropriations bill (309-118),support,Yes,0.7659999999999999,0.23399999999999999
Thomas R. Suozzi,May 2,Allowing employers to offer employees time off instead of pay for overtime work (229-197),support,No,0.369,-0.369
Thomas R. Suozzi,April 28,Extension of government funding for one week (382-30),support,Yes,0.927,0.073
Thomas R. Suozzi,March 28,Repeal of an FCC rule barring internet providers from sharing data on customers' activities (215-205),support,No,0.344,-0.344
Thomas R. Suozzi,March 22,Allowing small businesses to provide insurance through trade and professional associations (236-175),support,No,0.44799999999999995,-0.44799999999999995
Thomas R. Suozzi,March 22,Removing antitrust exemption for insurance providers (416-7),support,Yes,0.993,0.006999999999999999
Thomas R. Suozzi,March 16,Giving the secretary of veterans affairs more flexibility to discipline employees (237-178),support,No,0.511,-0.511
Thomas R. Suozzi,March 8,Department of Defense Appropriations Act (371-48),support,Yes,0.9259999999999999,0.07400000000000001
Thomas R. Suozzi,March 2,Changes to rulemaking requirements for federal agencies (246-176),support,No,0.5720000000000001,-0.5720000000000001
Thomas R. Suozzi,March 1,Repeal of a Department of Labor rule regarding records of work-related injuries and illnesses (231-191),support,No,0.419,-0.419
Thomas R. Suozzi,March 1,Requires review of proposed regulations by the Office of Information and Regulatory Affairs (241-184),support,Yes,0.48200000000000004,0.518
Thomas R. Suozzi,March 1,Establishment of a commission to review federal regulations (240-185),support,Yes,0.49700000000000005,0.503
Thomas R. Suozzi,Feb. 16,Repeal of a rule requiring state and local governments to distribute federal funds to qualified health centers even if they perform abortions (230-188),support,No,0.39299999999999996,-0.39299999999999996
Thomas R. Suozzi,Feb. 15,Repeal of a Department of Labor rule on drug testing of applicants for unemployment compensation (236-189),support,No,0.43,-0.43
Thomas R. Suozzi,Feb. 15,Repeal of a rule that allowed a new type of state-based retirement plan (231-193),support,No,0.401,-0.401
Thomas R. Suozzi,Feb. 15,Repeal of a rule that allowed a new type of retirement plan established by local governments (234-191),support,No,0.408,-0.408
